,Longitude,Latitude,Amenity
0,72.8325747,18.927571,restaurant
1,72.8325747,18.927571,restaurant
2,72.8325747,18.927571,restaurant
3,72.8272935,18.942228,parking
4,72.8272935,18.942228,parking
5,72.8272935,18.942228,parking
6,72.8269,18.9424,parking
7,72.8269,18.9424,parking
8,72.8269,18.9424,parking
9,72.8369017,18.9567022,parking
10,72.8369017,18.9567022,parking
11,72.8369017,18.9567022,parking
12,72.8058471,18.9643233,parking
13,72.8058471,18.9643233,parking
14,72.8058471,18.9643233,parking
15,72.8936069,19.0611444,hospital
16,72.8936069,19.0611444,hospital
17,72.8936069,19.0611444,hospital
18,72.8417264,19.0879905,parking
19,72.8417264,19.0879905,parking
20,72.8417264,19.0879905,parking
21,72.8505495,19.0934661,parking
22,72.8505495,19.0934661,parking
23,72.8505495,19.0934661,parking
24,72.8501748,19.1174006,parking
25,72.8501748,19.1174006,parking
26,72.8501748,19.1174006,parking
27,72.789529,19.1473042,parking
28,72.789529,19.1473042,parking
29,72.789529,19.1473042,parking
30,72.789529,19.1473042,parking
31,72.8435,19.1824,parking
32,72.8435,19.1824,parking
33,72.8435,19.1824,parking
34,72.9255342,19.0432972,police
35,72.9255342,19.0432972,police
36,72.9256871,19.0436727,school
37,72.9256871,19.0436727,school
38,72.817372,18.997908,fuel
39,72.817372,18.997908,fuel
40,72.817372,18.997908,fuel
41,72.8046198,18.964365,place_of_worship
42,72.8046198,18.964365,place_of_worship
43,72.8046198,18.964365,place_of_worship
44,72.8091494,18.9624027,theatre
45,72.8091494,18.9624027,theatre
46,72.8282639,19.0510021,place_of_worship
47,72.8282639,19.0510021,place_of_worship
48,72.8282639,19.0510021,place_of_worship
49,72.8282639,19.0510021,place_of_worship
50,72.8247562,19.0524573,studio
51,72.8247562,19.0524573,studio
52,72.8247562,19.0524573,studio
53,72.8270568,19.0507577,bank
54,72.8270568,19.0507577,bank
55,72.8270568,19.0507577,bank
56,72.8270568,19.0507577,bank
57,72.8197644,19.042429,place_of_worship
58,72.8197644,19.042429,place_of_worship
59,72.8197644,19.042429,place_of_worship
60,72.8321317,19.0516428,hospital
61,72.8321317,19.0516428,hospital
62,72.8321317,19.0516428,hospital
63,72.8287305,19.0566226,college
64,72.8287305,19.0566226,college
65,72.8287305,19.0566226,college
66,72.8287305,19.0566226,college
67,72.8323034,19.0512047,theatre
68,72.8323034,19.0512047,theatre
69,72.8307379,19.0550612,fast_food
70,72.8307379,19.0550612,fast_food
71,72.8307379,19.0550612,fast_food
72,72.8265965,19.0551422,fast_food
73,72.8265965,19.0551422,fast_food
74,72.8265965,19.0551422,fast_food
75,72.8262102,19.0550042,school
76,72.8262102,19.0550042,school
77,72.8225796,19.0462341,school
78,72.8225796,19.0462341,school
79,72.8225796,19.0462341,school
80,72.8225796,19.0462341,school
81,72.8225796,19.0462341,school
82,72.8352965,19.0641273,college
83,72.8352965,19.0641273,college
84,72.8352965,19.0641273,college
85,72.8358458,19.0642652,college
86,72.8358458,19.0642652,college
87,72.8358458,19.0642652,college
88,72.8275179,19.0508044,college
89,72.8275179,19.0508044,college
90,72.8275179,19.0508044,college
91,72.8275179,19.0508044,pharmacy
92,72.8275179,19.0508044,pharmacy
93,72.8240813,19.0517569,pharmacy
94,72.8240813,19.0517569,pharmacy
95,72.8240813,19.0517569,pharmacy
96,72.8240813,19.0517569,restaurant
97,72.8240813,19.0517569,restaurant
98,72.8240813,19.0517569,restaurant
99,72.8240813,19.0517569,restaurant
100,72.8264717,19.0546237,cafe
101,72.8264717,19.0546237,cafe
102,72.8264717,19.0546237,cafe
103,72.8356395,19.0560513,cafe
104,72.8356395,19.0560513,cafe
105,72.8356395,19.0560513,police
106,72.8356395,19.0560513,police
107,72.8356395,19.0560513,police
108,72.8371137,19.064037,police
109,72.8371137,19.064037,police
110,72.8253751,19.0554901,school
111,72.8253751,19.0554901,school
112,72.8253751,19.0554901,school
113,72.8257957,19.0548709,restaurant
114,72.8257957,19.0548709,restaurant
115,72.8257957,19.0548709,restaurant
116,72.8257957,19.0548709,restaurant
117,72.8257957,19.0548709,restaurant
118,72.8257957,19.0548709,restaurant
119,72.8258922,19.0548735,restaurant
120,72.8258922,19.0548735,restaurant
121,72.8258922,19.0548735,restaurant
122,72.8258922,19.0548735,restaurant
123,72.8258922,19.0548735,restaurant
124,72.8343177,19.0562703,pub
125,72.8343177,19.0562703,pub
126,72.8343177,19.0562703,pub
127,72.8261531,19.0460366,pub
128,72.8261531,19.0460366,pub
129,72.8261531,19.0460366,pub
130,72.8261531,19.0460366,place_of_worship
131,72.8261531,19.0460366,place_of_worship
132,72.8261531,19.0460366,place_of_worship
133,72.8261531,19.0460366,place_of_worship
134,72.833846,19.0566557,post_office
135,72.833846,19.0566557,post_office
136,72.833846,19.0566557,post_office
137,72.8244647,19.0684106,college
138,72.8244647,19.0684106,college
139,72.8244647,19.0684106,college
140,72.8246707,19.0519827,toilets
141,72.8246707,19.0519827,toilets
142,72.8238839,19.0520576,toilets
143,72.8238839,19.0520576,toilets
144,72.8238839,19.0520576,toilets
145,72.8238839,19.0520576,pharmacy
146,72.8238839,19.0520576,pharmacy
147,72.8238839,19.0520576,pharmacy
148,72.804561,18.9554449,post_office
149,72.804561,18.9554449,post_office
150,72.804561,18.9554449,post_office
151,72.8144451,18.9789304,college
152,72.8144451,18.9789304,college
153,72.817569,18.9903487,college
154,72.817569,18.9903487,college
155,72.7976688,18.954073,restaurant
156,72.7976688,18.954073,restaurant
157,72.8057482,18.9686378,hospital
158,72.8057482,18.9686378,hospital
159,72.8118145,18.9623007,bar
160,72.8118145,18.9623007,bar
161,72.8292773,19.0517979,bank
162,72.8292773,19.0517979,bank
163,72.8292773,19.0517979,bank
164,72.8325111,18.9231497,bank
165,72.8325111,18.9231497,bank
166,72.8325111,18.9231497,bank
167,72.8325111,18.9231497,bank
168,72.8325111,18.9231497,bank
169,72.8325111,18.9231497,bank
170,72.8325111,18.9231497,fast_food
171,72.8325111,18.9231497,fast_food
172,72.8325111,18.9231497,fast_food
173,72.8325111,18.9231497,fast_food
174,72.8325111,18.9231497,fast_food
175,72.8325111,18.9231497,fast_food
176,72.8233549,18.9296681,post_office
177,72.8233549,18.9296681,post_office
178,72.8233549,18.9296681,post_office
179,72.8176892,18.9166662,cafe
180,72.8176892,18.9166662,cafe
181,72.8187174,19.2364095,ferry_terminal
182,72.8187174,19.2364095,ferry_terminal
183,72.7925835,19.1990682,ferry_terminal
184,72.7925835,19.1990682,ferry_terminal
185,72.8401273,19.0749345,gym
186,72.8401273,19.0749345,gym
187,72.8233865,19.2336791,ferry_terminal
188,72.8233865,19.2336791,ferry_terminal
189,72.8288401,18.9429658,parking
190,72.8288401,18.9429658,parking
191,72.8270162,18.9446858,pharmacy
192,72.8270162,18.9446858,pharmacy
193,72.8284002,18.9450359,post_office
194,72.8284002,18.9450359,post_office
195,72.8284002,18.9450359,post_office
196,72.8258253,18.9439146,place_of_worship
197,72.8258253,18.9439146,place_of_worship
198,72.8258253,18.9439146,place_of_worship
199,72.8258253,18.9439146,place_of_worship
200,72.8303315,18.9453708,police
201,72.8303315,18.9453708,police
202,72.8288938,18.9430724,theatre
203,72.8288938,18.9430724,theatre
204,72.8329727,18.9415892,police
205,72.8329727,18.9415892,police
206,72.8272693,18.9427438,place_of_worship
207,72.8272693,18.9427438,place_of_worship
208,72.8272693,18.9427438,place_of_worship
209,72.8275945,18.9413633,place_of_worship
210,72.8275945,18.9413633,place_of_worship
211,72.8275945,18.9413633,place_of_worship
212,72.8275945,18.9413633,place_of_worship
213,72.8275945,18.9413633,place_of_worship
214,72.8275945,18.9413633,pharmacy
215,72.8275945,18.9413633,pharmacy
216,72.8291513,18.9429607,fast_food
217,72.8291513,18.9429607,fast_food
218,72.8296341,18.9429962,hospital
219,72.8296341,18.9429962,hospital
220,72.81716,18.9598264,restaurant
221,72.81716,18.9598264,restaurant
222,72.8172244,18.959522,restaurant
223,72.8172244,18.959522,restaurant
224,72.8186387,18.9620981,cinema
225,72.8186387,18.9620981,cinema
226,72.8190105,18.9628974,place_of_worship
227,72.8190105,18.9628974,place_of_worship
228,72.8190105,18.9628974,place_of_worship
229,72.8190105,18.9628974,place_of_worship
230,72.8234361,18.9612251,cinema
231,72.8234361,18.9612251,cinema
232,72.8231708,18.9615152,cinema
233,72.8231708,18.9615152,cinema
234,72.821185,18.9618801,cinema
235,72.821185,18.9618801,cinema
236,72.8416507,19.1008565,cinema
237,72.8416507,19.1008565,place_of_worship
238,72.8416507,19.1008565,place_of_worship
239,72.8416507,19.1008565,place_of_worship
240,72.8407161,19.1003169,place_of_worship
241,72.8407161,19.1003169,fast_food
242,72.8407161,19.1003169,fast_food
243,72.8407161,19.1003169,fast_food
244,72.8407161,19.1003169,fast_food
245,72.8407161,19.1003169,fast_food
246,72.8407161,19.1003169,fast_food
247,72.8407161,19.1003169,fast_food
248,72.8428726,19.0990192,place_of_worship
249,72.8428726,19.0990192,place_of_worship
250,72.8428726,19.0990192,place_of_worship
251,72.8295185,18.9186212,restaurant
252,72.8295185,18.9186212,restaurant
253,72.8260531,18.9154546,fire_station
254,72.8260531,18.9154546,fire_station
255,72.8080979,19.2253824,ferry_terminal
256,72.8080979,19.2253824,ferry_terminal
257,72.8080979,19.2253824,ferry_terminal
258,72.7983261,19.1995565,ferry_terminal
259,72.7983261,19.1995565,ferry_terminal
260,72.9319048,19.042572,bank
261,72.9319048,19.042572,bank
262,72.9063356,19.065657,school
263,72.9063356,19.065657,school
264,72.9063356,19.065657,school
265,72.8337124,18.9340085,restaurant
266,72.8337124,18.9340085,restaurant
267,72.8349898,18.9346708,post_office
268,72.8349898,18.9346708,post_office
269,72.8349898,18.9346708,post_office
270,72.8337661,18.9341607,restaurant
271,72.8337661,18.9341607,restaurant
272,72.8339357,18.9346524,place_of_worship
273,72.8339357,18.9346524,place_of_worship
274,72.8339357,18.9346524,place_of_worship
275,72.8339357,18.9346524,place_of_worship
276,72.8337017,18.9348609,restaurant
277,72.8337017,18.9348609,restaurant
278,72.8337017,18.9348609,restaurant
279,72.8342167,18.9349624,restaurant
280,72.8342167,18.9349624,restaurant
281,72.8373924,18.9352567,restaurant
282,72.8373924,18.9352567,restaurant
283,72.9143666,19.1319441,theatre
284,72.9143666,19.1319441,theatre
285,72.9157388,19.1317025,theatre
286,72.9157388,19.1317025,college
287,72.9157388,19.1317025,college
288,72.9157388,19.1317025,college
289,72.9157388,19.1317025,college
290,72.9158301,19.1322817,theatre
291,72.9158301,19.1322817,theatre
292,72.9158301,19.1322817,theatre
293,72.9158301,19.1322817,theatre
294,72.9158301,19.1322817,theatre
295,72.9171775,19.1333839,theatre
296,72.9171775,19.1333839,theatre
297,72.9171775,19.1333839,theatre
298,72.9171775,19.1333839,college
299,72.9171775,19.1333839,college
300,72.9171775,19.1333839,college
301,72.9171775,19.1333839,college
302,72.9153012,19.1327013,college
303,72.9153012,19.1327013,college
304,72.9153012,19.1327013,college
305,72.9153012,19.1327013,college
306,72.8159707,18.900976,hospital
307,72.8159707,18.900976,hospital
308,72.8133019,18.9011867,school
309,72.8133019,18.9011867,school
310,72.8133019,18.9011867,school
311,72.8321648,18.9239427,school
312,72.8321648,18.9239427,cafe
313,72.8321648,18.9239427,cafe
314,72.8321648,18.9239427,cafe
315,72.8325192,18.9245934,cinema
316,72.8325192,18.9245934,cinema
317,72.824523,18.917358,cinema
318,72.824523,18.917358,cinema
319,72.824523,18.917358,cinema
320,72.824523,18.917358,cinema
321,72.824523,18.917358,restaurant
322,72.824523,18.917358,restaurant
323,72.824523,18.917358,restaurant
324,72.824523,18.917358,restaurant
325,72.824523,18.917358,restaurant
326,72.8334453,18.9250914,police
327,72.8334453,18.9250914,police
328,72.8242843,18.935069,police
329,72.8242843,18.935069,police
330,72.8242843,18.935069,police
331,72.8242843,18.935069,police
332,72.8242843,18.935069,bar
333,72.8242843,18.935069,bar
334,72.8242843,18.935069,bar
335,72.8242843,18.935069,bar
336,72.8242843,18.935069,bar
337,72.8312063,18.9215278,restaurant
338,72.8312063,18.9215278,restaurant
339,72.8089926,18.9828229,place_of_worship
340,72.8089926,18.9828229,place_of_worship
341,72.8089926,18.9828229,place_of_worship
342,72.8089926,18.9828229,place_of_worship
343,72.8089926,18.9828229,place_of_worship
344,72.8089926,18.9828229,place_of_worship
345,72.8323368,18.9306421,restaurant
346,72.8323368,18.9306421,restaurant
347,72.8323368,18.9306421,restaurant
348,72.8332921,18.9239059,restaurant
349,72.8332921,18.9239059,restaurant
350,72.8332921,18.9239059,restaurant
351,72.8332921,18.9239059,restaurant
352,72.8332921,18.9239059,restaurant
353,72.8117849,18.9771417,restaurant
354,72.8117849,18.9771417,restaurant
355,72.8365669,19.1235323,parking
356,72.8365669,19.1235323,parking
357,72.8360841,19.1243128,place_of_worship
358,72.8360841,19.1243128,place_of_worship
359,72.8319427,18.9724537,fire_station
360,72.8319427,18.9724537,fire_station
361,72.8495292,18.9569402,bus_station
362,72.8495292,18.9569402,bus_station
363,72.8486524,18.99282,parking
364,72.8486524,18.99282,parking
365,72.8486524,18.99282,parking
366,72.8486524,18.99282,parking
367,72.8349083,19.1230962,restaurant
368,72.8349083,19.1230962,restaurant
369,72.8304996,18.9254094,restaurant
370,72.8304996,18.9254094,restaurant
371,72.8304996,18.9254094,restaurant
372,72.8304996,18.9254094,restaurant
373,72.8304996,18.9254094,restaurant
374,72.8304996,18.9254094,restaurant
375,72.8304996,18.9254094,restaurant
376,72.8304996,18.9254094,restaurant
377,72.8304996,18.9254094,restaurant
378,72.8184244,18.9544525,restaurant
379,72.8184244,18.9544525,restaurant
380,72.8289145,18.9539279,place_of_worship
381,72.8289145,18.9539279,place_of_worship
382,72.8289145,18.9539279,place_of_worship
383,72.8258704,18.9580622,place_of_worship
384,72.8258704,18.9580622,place_of_worship
385,72.8258704,18.9580622,place_of_worship
386,72.8291706,18.9667686,restaurant
387,72.8291706,18.9667686,restaurant
388,72.8291706,18.9667686,restaurant
389,72.8294147,18.9669675,police
390,72.8294147,18.9669675,police
391,72.827395,18.9541461,post_office
392,72.827395,18.9541461,post_office
393,72.827395,18.9541461,post_office
394,72.8271018,18.9297063,post_office
395,72.8271018,18.9297063,post_office
396,72.8271018,18.9297063,college
397,72.8271018,18.9297063,college
398,72.8271018,18.9297063,college
399,72.8271018,18.9297063,college
400,72.8253808,19.0717586,restaurant
401,72.8253808,19.0717586,restaurant
402,72.8253808,19.0717586,restaurant
403,72.8253808,19.0717586,restaurant
404,72.8114617,18.9874184,place_of_worship
405,72.8114617,18.9874184,place_of_worship
406,72.8114617,18.9874184,place_of_worship
407,72.841357,19.2305166,place_of_worship
408,72.841357,19.2305166,place_of_worship
409,72.841357,19.2305166,place_of_worship
410,72.841711,19.2312257,school
411,72.841711,19.2312257,school
412,72.8417647,19.2303647,school
413,72.8417647,19.2303647,school
414,72.823782,19.2334883,ferry_terminal
415,72.823782,19.2334883,ferry_terminal
416,72.8303599,19.2329073,bus_station
417,72.8303599,19.2329073,bus_station
418,72.8370011,19.2324515,college
419,72.8370011,19.2324515,college
420,72.8428347,19.2369145,school
421,72.8428347,19.2369145,school
422,72.8212466,18.925359,school
423,72.8212466,18.925359,school
424,72.8212466,18.925359,school
425,72.8212466,18.925359,school
426,72.8212466,18.925359,school
427,72.8212466,18.925359,embassy
428,72.8212466,18.925359,embassy
429,72.8212466,18.925359,embassy
430,72.8212466,18.925359,embassy
431,72.8212466,18.925359,embassy
432,72.8212466,18.925359,embassy
433,72.8212466,18.925359,embassy
434,72.8212466,18.925359,embassy
435,72.8212466,18.925359,embassy
436,72.8310417,18.9553242,place_of_worship
437,72.8310417,18.9553242,place_of_worship
438,72.8310417,18.9553242,place_of_worship
439,72.8322731,18.9568053,post_office
440,72.8322731,18.9568053,post_office
441,72.8322731,18.9568053,post_office
442,72.8322731,18.9568053,post_office
443,72.8290998,18.9569275,police
444,72.8290998,18.9569275,police
445,72.832021,18.9541719,police
446,72.832021,18.9541719,police
447,72.8303122,18.9592105,police
448,72.8303122,18.9592105,restaurant
449,72.8303122,18.9592105,restaurant
450,72.8365671,18.9574653,place_of_worship
451,72.8365671,18.9574653,place_of_worship
452,72.8365671,18.9574653,place_of_worship
453,72.8365671,18.9574653,place_of_worship
454,72.8323932,18.9286576,restaurant
455,72.8323932,18.9286576,restaurant
456,72.8323932,18.9286576,restaurant
457,72.8280732,18.9593695,place_of_worship
458,72.8280732,18.9593695,place_of_worship
459,72.8280732,18.9593695,place_of_worship
460,72.8280732,18.9593695,place_of_worship
461,72.8306964,18.9615866,post_office
462,72.8306964,18.9615866,post_office
463,72.8306964,18.9615866,post_office
464,72.8306964,18.9615866,post_office
465,72.8308788,18.9585121,place_of_worship
466,72.8308788,18.9585121,place_of_worship
467,72.8308788,18.9585121,place_of_worship
468,72.8308788,18.9585121,place_of_worship
469,72.8305579,18.9588969,place_of_worship
470,72.8305579,18.9588969,place_of_worship
471,72.8305579,18.9588969,place_of_worship
472,72.8305579,18.9588969,place_of_worship
473,72.8314957,18.9599377,hospital
474,72.8314957,18.9599377,hospital
475,72.8314957,18.9599377,hospital
476,72.8390488,18.9621396,police
477,72.8390488,18.9621396,police
478,72.8390488,18.9621396,police
479,72.8359696,18.9609473,place_of_worship
480,72.8359696,18.9609473,place_of_worship
481,72.8359696,18.9609473,place_of_worship
482,72.8359696,18.9609473,place_of_worship
483,72.8359696,18.9609473,place_of_worship
484,72.8359696,18.9609473,place_of_worship
485,72.8347573,18.9592884,cold_storage
486,72.8347573,18.9592884,cold_storage
487,72.8314159,18.9625769,place_of_worship
488,72.8314159,18.9625769,place_of_worship
489,72.8314159,18.9625769,place_of_worship
490,72.8308629,18.964787,place_of_worship
491,72.8308629,18.964787,place_of_worship
492,72.8308629,18.964787,place_of_worship
493,72.8317756,18.9652609,place_of_worship
494,72.8317756,18.9652609,place_of_worship
495,72.8317756,18.9652609,place_of_worship
496,72.8293294,18.9635614,place_of_worship
497,72.8293294,18.9635614,place_of_worship
498,72.8293294,18.9635614,place_of_worship
499,72.8292849,18.9626989,place_of_worship
500,72.8292849,18.9626989,place_of_worship
501,72.8292849,18.9626989,place_of_worship
502,72.830177,18.9633534,place_of_worship
503,72.830177,18.9633534,place_of_worship
504,72.830177,18.9633534,place_of_worship
505,72.8293279,18.964215,place_of_worship
506,72.8293279,18.964215,place_of_worship
507,72.8293279,18.964215,place_of_worship
508,72.832291,18.963006,police
509,72.832291,18.963006,police
510,72.8326392,18.9579623,fire_station
511,72.8326392,18.9579623,fire_station
512,72.8322099,18.9222319,pub
513,72.8322099,18.9222319,pub
514,72.8322099,18.9222319,pub
515,72.8312806,18.9226052,pub
516,72.8312806,18.9226052,pub
517,72.8312806,18.9226052,restaurant
518,72.8312806,18.9226052,restaurant
519,72.8312806,18.9226052,restaurant
520,72.8312806,18.9226052,restaurant
521,72.8320651,18.9222725,restaurant
522,72.8320651,18.9222725,restaurant
523,72.8320651,18.9222725,restaurant
524,72.8320651,18.9222725,restaurant
525,72.832167,18.9228307,pharmacy
526,72.832167,18.9228307,pharmacy
527,72.8345228,18.9229191,ferry_terminal
528,72.8345228,18.9229191,ferry_terminal
529,72.830992,18.9222091,police
530,72.830992,18.9222091,police
531,72.8412359,19.0063255,place_of_worship
532,72.8412359,19.0063255,place_of_worship
533,72.8412359,19.0063255,place_of_worship
534,72.8290742,19.0597252,place_of_worship
535,72.8290742,19.0597252,place_of_worship
536,72.8273283,19.1411333,school
537,72.8273283,19.1411333,school
538,72.8576319,19.2299554,bus_station
539,72.8576319,19.2299554,bus_station
540,72.8561194,19.1543249,parking
541,72.8561194,19.1543249,parking
542,72.8562728,19.1549228,theatre
543,72.8562728,19.1549228,theatre
544,72.8561961,19.1546492,restaurant
545,72.8561961,19.1546492,restaurant
546,72.856386,19.1546087,fast_food
547,72.856386,19.1546087,fast_food
548,72.856386,19.1546087,fast_food
549,72.856386,19.1546087,fast_food
550,72.856386,19.1546087,fast_food
551,72.856386,19.1546087,fast_food
552,72.856386,19.1546087,fast_food
553,72.8501456,19.1647922,parking
554,72.8501456,19.1647922,parking
555,72.8505568,19.1653161,bank
556,72.8505568,19.1653161,bank
557,72.8505568,19.1653161,bank
558,72.8505568,19.1653161,bank
559,72.8505568,19.1653161,bank
560,72.8505568,19.1653161,bank
561,72.8505568,19.1653161,bank
562,72.8505568,19.1653161,bank
563,72.85053,19.1652857,atm
564,72.85053,19.1652857,atm
565,72.8502701,19.1648094,restaurant
566,72.8502701,19.1648094,restaurant
567,72.8548539,19.1625315,school
568,72.8548539,19.1625315,school
569,72.8543819,19.1664849,police
570,72.8543819,19.1664849,police
571,72.8576756,19.1558742,police
572,72.8576756,19.1558742,police
573,72.8512018,19.1655121,theatre
574,72.8512018,19.1655121,theatre
575,72.8512018,19.1655121,theatre
576,72.8229491,18.9490299,school
577,72.8229491,18.9490299,school
578,72.836264,18.9497441,toilets
579,72.836264,18.9497441,toilets
580,72.836264,18.9497441,toilets
581,72.83546,18.9583221,place_of_worship
582,72.83546,18.9583221,place_of_worship
583,72.83546,18.9583221,place_of_worship
584,72.83546,18.9583221,place_of_worship
585,72.8364554,18.9572985,place_of_worship
586,72.8364554,18.9572985,place_of_worship
587,72.8364554,18.9572985,place_of_worship
588,72.8364554,18.9572985,place_of_worship
589,72.8363803,18.9565679,place_of_worship
590,72.8363803,18.9565679,place_of_worship
591,72.8363803,18.9565679,place_of_worship
592,72.8363803,18.9565679,place_of_worship
593,72.8345993,18.9525497,toilets
594,72.8345993,18.9525497,toilets
595,72.8345993,18.9525497,toilets
596,72.8345993,18.9525497,toilets
597,72.8365589,18.9513821,toilets
598,72.8365589,18.9513821,toilets
599,72.8365589,18.9513821,toilets
600,72.8365589,18.9513821,toilets
601,72.8371321,18.9492688,place_of_worship
602,72.8371321,18.9492688,place_of_worship
603,72.8371321,18.9492688,place_of_worship
604,72.8371321,18.9492688,place_of_worship
605,72.8373941,18.9502818,post_office
606,72.8373941,18.9502818,post_office
607,72.8373941,18.9502818,post_office
608,72.8373941,18.9502818,post_office
609,72.8378233,18.9503579,toilets
610,72.8378233,18.9503579,toilets
611,72.8378233,18.9503579,toilets
612,72.8378233,18.9503579,toilets
613,72.837808,18.9524398,toilets
614,72.837808,18.9524398,toilets
615,72.837808,18.9524398,toilets
616,72.839252,18.9490381,toilets
617,72.839252,18.9490381,toilets
618,72.839252,18.9490381,toilets
619,72.833389,18.9474438,police
620,72.833389,18.9474438,police
621,72.833389,18.9474438,police
622,72.8331294,18.9463293,police
623,72.8331294,18.9463293,police
624,72.832212,18.9273194,arts_centre
625,72.832212,18.9273194,arts_centre
626,72.8270274,18.9339181,restaurant
627,72.8270274,18.9339181,restaurant
628,72.8270274,18.9339181,restaurant
629,72.8270274,18.9339181,restaurant
630,72.8270274,18.9339181,restaurant
631,72.8034784,19.2358042,restaurant
632,72.8034784,19.2358042,fast_food
633,72.8034784,19.2358042,fast_food
634,72.8034784,19.2358042,fast_food
635,72.8061676,19.2307857,fast_food
636,72.8061676,19.2307857,fast_food
637,72.8061676,19.2307857,fast_food
638,72.8061676,19.2307857,fast_food
639,72.8051845,19.2327064,fast_food
640,72.8051845,19.2327064,cafe
641,72.8051845,19.2327064,cafe
642,72.80233,19.2397678,cafe
643,72.80233,19.2397678,parking
644,72.80233,19.2397678,parking
645,72.8272524,18.9420804,place_of_worship
646,72.8272524,18.9420804,place_of_worship
647,72.8272524,18.9420804,place_of_worship
648,72.8553881,19.1644938,school
649,72.8553881,19.1644938,school
650,72.8511801,19.1668344,bank
651,72.8511801,19.1668344,bank
652,72.8511801,19.1668344,bank
653,72.8527984,19.1636394,bank
654,72.8527984,19.1636394,bank
655,72.8527984,19.1636394,bank
656,72.8527984,19.1636394,bank
657,72.8527984,19.1636394,bank
658,72.8527984,19.1636394,bank
659,72.8527984,19.1636394,bank
660,72.8527627,19.1640284,bank
661,72.8527627,19.1640284,bank
662,72.8527627,19.1640284,bank
663,72.8527627,19.1640284,bank
664,72.8527627,19.1640284,bank
665,72.8527627,19.1640284,bank
666,72.8527627,19.1640284,bank
667,72.8527627,19.1640284,bank
668,72.8527627,19.1640284,bank
669,72.8527627,19.1640284,bank
670,72.8532876,19.1644308,bank
671,72.8532876,19.1644308,bank
672,72.8532876,19.1644308,bank
673,72.8532876,19.1644308,bank
674,72.8532876,19.1644308,bank
675,72.8532876,19.1644308,bank
676,72.8532876,19.1644308,bank
677,72.8532876,19.1644308,bank
678,72.8540302,19.164809,community_centre
679,72.8540302,19.164809,community_centre
680,72.8519069,19.16602,restaurant
681,72.8519069,19.16602,restaurant
682,72.8497273,19.1683745,school
683,72.8497273,19.1683745,school
684,72.8500761,19.1693345,school
685,72.8500761,19.1693345,school
686,72.8497911,19.1681514,place_of_worship
687,72.8497911,19.1681514,place_of_worship
688,72.8512763,19.1632134,bank
689,72.8512763,19.1632134,bank
690,72.8512763,19.1632134,bank
691,72.8512763,19.1632134,bank
692,72.8512763,19.1632134,bank
693,72.8512763,19.1632134,bank
694,72.8512763,19.1632134,bank
695,72.8512892,19.1630365,post_office
696,72.8512892,19.1630365,post_office
697,72.8489498,19.1663635,post_office
698,72.8489498,19.1663635,post_office
699,72.8458433,19.1661306,fuel
700,72.8458433,19.1661306,fuel
701,72.8458433,19.1661306,fuel
702,72.8461207,19.1633476,restaurant
703,72.8461207,19.1633476,restaurant
704,72.8686404,19.1742047,clinic
705,72.8686404,19.1742047,clinic
706,72.8382771,19.1626888,place_of_worship
707,72.8382771,19.1626888,place_of_worship
708,72.8382771,19.1626888,place_of_worship
709,72.8382771,19.1626888,place_of_worship
710,72.8401701,19.1594017,hospital
711,72.8401701,19.1594017,hospital
712,72.8347061,19.0520774,community_centre
713,72.8347061,19.0520774,community_centre
714,72.8721816,19.1594331,place_of_worship
715,72.8721816,19.1594331,place_of_worship
716,72.8721816,19.1594331,place_of_worship
717,72.8461076,19.1631866,restaurant
718,72.8461076,19.1631866,restaurant
719,72.847956,19.1654573,telephone
720,72.847956,19.1654573,telephone
721,72.8344385,18.9387735,fast_food
722,72.8344385,18.9387735,fast_food
723,72.8344385,18.9387735,fast_food
724,72.8344385,18.9387735,fast_food
725,72.8344385,18.9387735,fast_food
726,72.8344385,18.9387735,fast_food
727,72.8344385,18.9387735,fast_food
728,72.8344385,18.9387735,fast_food
729,72.8205089,19.0111824,fuel
730,72.8205089,19.0111824,fuel
731,72.8205089,19.0111824,fuel
732,72.8205089,19.0111824,fuel
733,72.8205089,19.0111824,fuel
734,72.8205089,19.0111824,fuel
735,72.8205089,19.0111824,fuel
736,72.8312848,19.0187267,fuel
737,72.8312848,19.0187267,fuel
738,72.8312848,19.0187267,fuel
739,72.8312848,19.0187267,fuel
740,72.8312848,19.0187267,fuel
741,72.8312848,19.0187267,fuel
742,72.8312848,19.0187267,fuel
743,72.8143804,18.9922548,fuel
744,72.8143804,18.9922548,fuel
745,72.8143804,18.9922548,fuel
746,72.8143804,18.9922548,fuel
747,72.8143804,18.9922548,fuel
748,72.8143804,18.9922548,fuel
749,72.8143804,18.9922548,fuel
750,72.808826,18.9688493,fuel
751,72.808826,18.9688493,fuel
752,72.808826,18.9688493,fuel
753,72.808826,18.9688493,fuel
754,72.808826,18.9688493,fuel
755,72.808826,18.9688493,fuel
756,72.808826,18.9688493,fuel
757,72.8095079,18.9724743,fuel
758,72.8095079,18.9724743,fuel
759,72.8095079,18.9724743,fuel
760,72.8095079,18.9724743,fuel
761,72.8095079,18.9724743,fuel
762,72.8095079,18.9724743,fuel
763,72.8095079,18.9724743,fuel
764,72.8406767,18.935965,fuel
765,72.8406767,18.935965,fuel
766,72.8406767,18.935965,fuel
767,72.8406767,18.935965,fuel
768,72.8406767,18.935965,fuel
